	Unnamed: 0	sentiment	sentence
2119	2119	0	airtel my data is so slow and sometimes my phone show no internet connection yet data is running is it a general issue or it can be sorted 
2120	2120	0	airtel the way you consumed my data this past freaky friday was ridiculous imagine in a single day gb data was done this is witchcraft airtel please advise 
2121	2121	0	ugaman airtel come see this people are complaining you consumed data like you are making us pay for what we had used previously imagine i used the gb in just a day without any download 
2123	2123	0	i think i have to wait for airtel freaky friday data to watch the doc bulungi this is so appalling we love our nation so much yet people in the system do not but why disappointedrelieved 
2128	2128	0	jrachkara airtel the way i am struggling with their internet connection here in gulu makes me think this post is sponsored worst i have ever experienced 
2130	2130	0	airtel very unreliable internet connection very slow an unstable 
2134	2134	0	ugaman very true yesterday i loaded gb of airtel data and minutes later i had used airtel issa scam 
2135	2135	0	just after loading the data youll be told that you have used of your mobile data that is airtel for younze nagikowa daa uccofficial waiting for your action 
2136	2136	0	there is no problems he uganda communications commission carrying out an audit on all the telecoms as regards their data bundles but first let uccofficial do its part on airtel there is a serious concern 
2137	2137	0	airtel please with your high level of my data depletionyou go ahead to give permission third party to disturb my peace stay away from my line 
2156	2156	0	airtel that slow thing is not g ffs 
2177	2177	0	its okay to have issues with uo network what is not okay is u claiming everything is okay for most hours of today yet since morning uo network has been reminiscent of airtel 
2183	2183	0	airtel this is fine but the network sometimes is not ok 
2193	2193	0	i really dont know but airtel you network is really poor grimacing pout in areas of kabalagala kansanga i bought my data but it has become useless i am being forced to buy data and load to mtn worried 
2194	2194	0	pliz pliz people of airtel its not good to always advertise your freaky friday thing and when i respond positively you slow your network like nothing what kills me is seeing g thing on my network bar anguished 
2195	2195	0	airtel whats wrong with your g network in masaka region 
2196	2196	0	airtel how long does it take you to reconnect my number i verified my line on thursday evening but until today youre still not activating my number thinking 
2197	2197	0	airtel your network is off 
2199	2199	0	hey airtel please fix my network 
2200	2200	0	airtel ive no network since morning cant access internet or calls 
2212	2212	0	dear airtel what did the people of kyotera and neighbouring areas do to you we can neither make nor receive calls bcoz of network are you saying that we should look for other networks to do our things 
2218	2218	0	my airtel network still off looks like it is a location problem airtel has left my dms on read called my gal barbiebernards to buy me ott my nd phone w mtn line of shs amp she refused apparently she exempted herself from ott amp thanks her am vpning 
2223	2223	0	airtel are u aware that your signal is off in kyotera i have my gbs still on but cant use them i hope i will be compensated when u put the signal back on 
2264	2264	0	nd da network iz fuckn so poor airtel 
2273	2273	0	airtel whats up with your network subscribed data twice and all im getting is thisyet money is being deducted 
2283	2283	0	airtel my apologies but your network is bad my friend have tried to reach u so u can help me rectify it but all in vain and i tried mtn which proved to be better what else could i say just work on your thing and we will give u the stars you deserve 
2284	2284	0	airtel why is your network so poor here in buloba and even in nkumba before i answer your question 
2288	2288	0	airtel its not stable too weak when someone is talking on phone it continues to be jumpylike someone can hardly hear the other party then on data after loading it cant work in most parts yet you bought ur data to do something 
2289	2289	0	airtel but why now days the network is poor 
2314	2314	0	airtel the internet is really slow i cant even download the lightest of images and documents 
2316	2316	0	am i the only one whose airtel internet is just flying off these days flushed 
2319	2319	0	airtel i have paid for data but i havent received any message of receipt or activation kindly advise 
2321	2321	0	airtel i wish you could give us a fixed offer one week its gb and the other week is gb 
2322	2322	0	airtel has to be the worst internet provider youre internet travels fasrer than lightning untouched smh 
2325	2325	0	airtel surely it wld be better to give us fixed offer of gb i am one of this people who cant do while without freaky friday bundle on a weekend 
